Story,Section
Because it's all geothermal.,1
Yeah.,0
That's pretty good.,0
"And with all the,",0
"see I've got,",0
on the south side is all glass.,0
"Well, as much as I could get in it, you know. And, uh, the east side is glass.",0
Yeah.,0
"I've got one, two, three, four, five, six windows in the east side on forty-eight feet.",0
So it's almost all glass.,0
Wow.,0
"And,  uh,",0
My  wife would love that,0
"Oh, yeah.",0
"I mean,  you know.  There's no place in the house where you can stand and not see four windows.",0
She loves  lots of windows.,0
That's great.,0
"So, uh,",0
Is it a single story?,0
"Well, not really.",0
"It's, uh, it's on the side of a hill.",0
"Oh, I see.",0
"So the first, you know,",0
"the, the, the,",0
what I call residential level at the side that's in the hill is about four feet deep.,0
Uh-huh.,0
"Um, I see.",0
"And the side that's on the, uh, the other side is about six feet high.",0
Oh.,0
So I've got a pretty good grade there.,0
Yeah.,0
"And then when I put the verandas which will be twelve feet out all the way around on the north, south and east sides that will define the shop.",1
Uh-huh.,1
"Yeah,",1
"that's kind of like, like a Victorian style?",1
Exactly.,1
Yeah.,1
"I, I've always liked that.",1
"The,",1
"you know, I, we don't have much yard",1
but I built a small deck in the back.,1
Uh-huh.,1
"But, you know, I, I see these magazines where, you know, dig your, your own deck.",1
Uh-huh.,1
"I, I kind of wish I had them, those size property and, and, uh, one with a grade on it so I can build a real nice deck.",1
"Okay,",0
"do you, uh, think we should go metric?",0
"Well, I, I, oh, I don't know.",0
"It's kind of a tricky question, because I think it's, it's a practical system,",0
Yeah.,0
"obviously, if it's all compatible and it, you know, tens",0
and things make sense.,0
"Um, it's, it's a switch.",0
The problem would just be the switch over.,0
Yeah.,1
"I think that the, I think what,",1
"I mean, I don't know what happened last time.",1
I remember they tried it in the seventies at one point or something,1
"and,",1
Right.,1
That's when I was in the elementary school years,1
"and we all, We all learned that metric",1
"Yeah,",1
me too.,1
"and they were ready,",1
we were going to be metric,1
"and,",1
"Right,",1
"and, and I don't quite know why it failed.",1
"Um, I would bet the push, I, it, I bet the push just wasn't big enough.",1
Right.,1
"You know, they didn't sort of encourage, I mean businesses and things to use it,",1
"so, you know, what, what I think they'd have to do would be to have both things on there for a while, and then, and then start phasing things out",1
"so,",1
"So I think that's what they did at first, was that they had metric",0
Yeah.,0
"and, and I mean, and there's things that we've gone metric.",0
"We have metric cola now,",0
"Right,",0
"I was just thinking, two liter bottles are what you buy and one liter bottles.",0
you can buy that,0
"and you can,",0
You don't buy quarts and gallons anymore of soda.,0
"So that, you know, so that, we have little things that are metric,",0
"but no one talks about, you know, uh,",0
"you buy nine by twelve frames,",0
"you don't buy centimeter length frames, and cooking pans.",0
Right.,0
"And, and, and even though the car says miles and kilometers,",0
"you don't say,",0
"I went, a hundred kilometers. You know.",0
Uh-huh .,0
"Right,",0
fifty-nine kilometers per gallon.,0
Yeah.,0
"I would, I would be total loss.",0
Yeah.,0
"That's,",0
"I think, I think, though, if there were some, you know, sort of government incentive program or something people would begin to switch over, you know,",1
Right.,1
and I think there would be the hard core older people who would get really pissed,1
"and, pardon my expression there, but, uh, who would get really, you know, upset and start to complain and get all cranky and stuff.",1
Uh-huh.,1
But I think in the end it would make life a lot easier for people coming up.,1
"Yeah,",1
it really would.,1
"It's, I, I, it's, because I think they had a good try there when they started with us in the elementary schools, trying to, you know, get that in our minds, so that we could I mean",1
because I think our generation could make a change.,1
Yeah.,1
"It would be difficult,",1
"but it would not be as difficult for people, say, fifty years old now who are, have never been exposed to the metric system other than, you know, buying a two liter Coke.",1
Right.,1
That's,1
"Well, what I think, I think the difference between now and then might be, this is just a might, is we were the first generation that was in elementary school.",1
Right.,1
"And if they kept it up,",1
"so let's say, imagine they had kept going,",1
"you'd have, you know, two or three more generations that all now are, are familiar with the metric system.",1
Right.,1
"Not like could use it comfortably right now,",1
"but I could convert, you know,",1
I could carry around a little conversion card or something,1
"and, I could handle it for a while, and then, and then eventually I'd learn,",1
Right,1
"and I think that before, it was just, you know, just a bunch of little kids using it.",1
Right.,1
"And now I think there are enough people,",1
"you know, sort of as we get older, I think others that will bring more generations in on it, eventually they'll be able to make the switch,",1
"and we're not going to start going crazy and yelling and saying, what are you, crazy, we can't understand you.",1
"We'll say oh, it's a pain in the neck,",1
but it's for the better,1
"and we'll sort of deal with it, I think.",1
That's true.,1
That makes sense.,1
I don't know.,1
"I, I, I would hope it would, uh,",1
it seems like it's a reasonable system.,1
"I mean, everything seems to be based on the same thing.",1
"Well, I was trying to think of what kind of things you'd have to change,",1
and you'd have to change your height on your driver's license.,1
Right,1
"When you wouldn't be five foot eight anymore, uh, you'd be a hundred and seventy centimeters,",1
Centimeters.,1
and then you'd be lighter in kilograms than you were in in pounds.,1
Yeah.,1
"But I wonder if, if,",1
So all the dieters would be happy,1
But yeah,1
right,1
I only weigh sixteen today.,1
"That's,",1
Yeah.,1
"But I wonder if that's even something that, you know, they, they have to change immediately.",1
"They could just, you know, sort of phase that in,",1
"so start, you know, from now,",1
"like from now on all licenses would have that, rather than going back and changing everything, you know, all new licenses as of nineteen ninety-two would have it or something.",1
Right.,1
"And they'd have to change that little ruler that's on the door of the seven eleven that, tells you how tall the robbers are when they, to hold it up.",1
That's right.,1
"I know the,",1
"and, oh, yeah,",1
"I know, though, at the, uh, at the amusement parks, they say if you're under forty-two, inches or something. You can't walk in here.",1
Right.,1
You have to be under.,1
"Well, I guess what, what, I bet what they do in that case, they, uh,",1
"see, what some of them is like, you know, they say if you're not taller than this line.",1
Right.,1
"this line, which is seventy-three centimeters.",1
That's right.,1
"Just so you'll know,",1
"It would be a neat case where like, where kids taught the parents, I think, you know.",1
Right.,1
Because isn't it pretty much everywhere in the world?,1
I know England is not metric.,1
But I don't know.,1
"I, I don't think they are, because our, um, our measurements started in England,",1
England is not?,1
Oh.,1
"all that began back there,",1
and I think they're the only part of the continent that hasn't changed over to metric.,1
"Yeah,",1
"but I mean,",1
"but, but virtually the rest of the world is.",1
"I mean, it seems like like, like, like sort of stupid.",1
Right.,1
"I mean, we are, of course, we are Americans",1
"and we're supposed to be, you know,",1
We're the trend setters in the world.,1
"I don't know why we, We haven't changed to the sensible system.",1
"That's right,",1
"and, and now we're backwards.",1
I don't know.,1
"No,",1
"I, I, I would think, I mean, a, a, a base ten system as compared to a base twelve system makes a lot more sense.",1
Right.,1
"Well, and it's not even base twelve for everything,",1
is it?,1
"It,",1
"No,",1
"actually, no.",1
"Um, let's see,",1
"it's,",1
"Well, pounds,",1
"I don't even know what that,",1
I don't know.,1
"Oh, yeah,",1
"I, I always forget.",1
I don't even know how many ounces are in a pound.,1
I just sort of make it up.,1
"See, and I don't understand liquid ounces and fluid ounces.",1
"It's,",1
"I mean, I don't know that I have that much concrete knowledge in the current measuring system that would prevent me from,",1
Right,1
"Those, those wouldn't be a problem.",1
"It's not like it's really entrenched other, you know.",1
"A lot of stuff,",1
"Let's see,",1
how many cups equal that?,1
"I, I have no idea.",1
"I just, uh,",1
"I know things like, you know, a pint is a pound the world around or something.",1
Right,1
"I don't, I didn't even know that",1
That's all I know.,0
"I, I learned that because, uh, a friend of mine,",2
"I, I had two friends,",2
"and, I had more friends than that,",2
"but two friends of mine in college,",2
"I had a lot more than two,",2
I promise.,2
"Well, that's good.",2
"Um, we opened a jelly bean business.",2
Oh.,2
"And we sold jelly beans,",2
"and we had, uh, no idea how many, you know,",2
"we, we didn't we didn't bother buying a scale.",2
Right.,2
"We'd go out and just buy, you know, five pound bags of sixteen different flavors, put it in plastic shoe boxes and, and, and then sell them for x amount per pound or quarter pound or something.",2
Right.,2
"And we, we didn't bother buying a scale,",2
"and one of my friends was a physics, one of these guys was a physics major",2
"and he said, well, just remember a pint is a pound the world around,",2
"and he got the measuring cup and just measured, I think a cup or two cup, whatever is a pint.",2
"Did you ever check it to see if it really was, a pint?",2
"Gee, I think, I think he the calculation at home,",2
and it turns out that he was actually pretty close.,2
Um.,2
"If anything, we were actually in favor of the consumer.",2
Right.,2
"So, so we were giving them a little too much,",2
but that was our general tendency anyway.,2
"Well, that's,",2
you all are nice business,2
"Yeah,",2
"well, we were, you know, we were in,",2
"it was, it was almost like we did it for the hell of it in school,",2
"we really didn't, make, you know,",2
Right.,2
"I think we were only making seventy-five dollars each profit at the end of the year. You know, after, after an entire semester,",2
Right,2
but we had a hell of a lot of fun doing it.,2
Probably ate all your merchandise too.,2
"Yeah,",2
"we, we, we tended to eat a lot,",2
"and our friends would just sort of walk by and just put their hands in it,",2
"and we had another friend, um, the physics major again, he wasn't he wasn't aware of jelly bean physiology, I guess,",2
Uh-huh.,2
"and he got into a snowball fight, with the jelly beans nearby,",2
"and he just,",2
"and, and some snow fell into one of the cartons.",2
Oh.,2
So he brought them into the bathroom to wash them off,2
"And basically what we had, sort of non coated beans at that point.",2
"Yeah,",2
it's a little problem.,2
What's inside the jelly bean?,2
"Uh, it's just, uh, it's just the, the same,",2
"they're like an outer coating,",2
"and there's just sort of this stuff you see, you know, it's sort of like glorified sugar.",2
